Project_ID,Project_Type,Location,Area_Impacted,Air_Emissions,Water_Pollution,Habitat_Loss,Carbon_Footprint,Mitigation_Plan,Impact_Score,Budget,Duration,Stakeholders,Public_Acceptance,Sustainability_Practices
Project_38825,Energy,City_E,60.3,836.34,68.79,8.29,8771.41,Planned,71.09,2725528,16,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_47915,Energy,City_B,95.79,675.56,89.89,5.09,8435.87,Implemented,28.61,9330746,28,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_40573,Energy,City_D,67.93,750.83,44.22,9.3,8568.31,Implemented,3.43,7936300,16,"['Government', 'Private Sector', 'Private Sector']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_78098,Energy,City_B,51.44,947.09,86.83,6.68,8747.07,Planned,50.21,3841475,30,"['Government', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_76128,Energy,City_C,74.9,986.29,83,5.09,8108.22,Not Applicable,61.25,567013,26,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_34835,Energy,City_A,83.25,563.02,54.36,8.22,8722.55,Implemented,85.71,7886039,34,"['Government', 'Environmental Organization', 'Government']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_41021,Energy,City_E,87.85,968.64,95.83,8.57,7952.14,Planned,36.71,906067,56,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Green Infrastructure']"
Project_79389,Energy,City_E,57.42,847.14,41.09,9.16,8519.15,Implemented,74.67,2749454,32,"['Government', 'Local Community', 'Private Sector']",Medium,"['Energy Efficiency', 'Waste Management']"
Project_34576,Energy,City_D,90.32,862.87,96.79,4.29,7980.28,Not Applicable,92.9,7311192,35,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_34471,Energy,City_D,83.92,588.62,98.29,9.74,8870.57,Not Applicable,60.89,7113212,24,"['Government', 'Government', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']"
Project_49429,Energy,City_C,93.41,777.78,89.88,6.19,7864.76,Implemented,31.19,4742324,45,"['Private Sector', 'Local Community', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_63748,Energy,City_D,55.26,656.61,76.07,5.24,8680.12,Not Applicable,27.59,580362,60,"['Government', 'Private Sector', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_41115,Energy,City_B,71.74,795.53,63.72,5.46,8433.68,Not Applicable,16.77,1540299,14,"['Local Community', 'Environmental Organization', 'Government']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_34292,Energy,City_C,69.1,513.52,40.96,5.55,8314.2,Implemented,72.32,2505424,8,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']"
Project_34270,Energy,City_D,84.86,721.69,78.87,4.31,8061.35,Implemented,83.52,7941889,30,"['Local Community', 'Local Community', 'Private Sector']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_72499,Energy,City_E,82.02,675.37,68.3,8.3,8906.39,Not Applicable,94.14,1045359,9,"['Environmental Organization', 'Government', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_75988,Energy,City_D,85.82,904.84,99.09,4.2,7785.91,Implemented,40.99,4854275,40,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Waste Management', 'Renewable Energy']"
Project_34063,Energy,City_C,80.91,507.7,93.85,6.98,8872.2,Implemented,34.58,1358890,32,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Renewable Energy']"
Project_33855,Energy,City_D,75.51,659.25,51.49,5.52,8270.31,Planned,4.76,972433,16,"['Local Community', 'Private Sector', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_33779,Energy,City_D,91.45,666.91,43.46,4.15,8475.2,Implemented,69.8,636640,52,"['Environmental Organization', 'Environmental Organization', 'Local Community']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_49591,Energy,City_C,88.63,710.97,47.83,7.42,8432.3,Planned,98.54,5841100,20,"['Government', 'Private Sector', 'Government']",Low,"['Waste Management', 'Energy Efficiency']"
Project_65253,Energy,City_B,72.24,564.99,98.01,7.67,8361.84,Implemented,44.98,1452431,8,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']"
Project_98072,Energy,City_A,82.64,897.68,49.06,4.22,8025.72,Planned,64.08,1367015,14,"['Local Community', 'Environmental Organization', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']"
Project_35013,Energy,City_D,62.17,877.68,46.22,5.47,8886.76,Implemented,17.29,2224025,45,"['Private Sector', 'Government', 'Government']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_79030,Energy,City_E,57.1,672.21,41.34,5.93,8354.44,Implemented,10.98,2960970,35,"['Environmental Organization', 'Local Community', 'Government']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_49423,Energy,City_C,97.45,724.85,60.92,6.02,8161.94,Implemented,4.41,6290233,6,"['Environmental Organization', 'Government', 'Government']",High,"['Waste Management', 'Waste Management']"
Project_98994,Energy,City_C,73.93,605.88,48.81,9.31,8278.3,Implemented,56.91,6062679,51,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_40771,Energy,City_D,68.14,846.31,95.16,4.53,8691.89,Not Applicable,91.27,8066431,60,"['Government', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_72730,Energy,City_B,71.81,767.67,73.44,5.48,8913.55,Planned,26.35,7086149,30,"['Local Community', 'Local Community', 'Environmental Organization']",High,"['Energy Efficiency', 'Waste Management']"
Project_36153,Energy,City_C,58.65,658.01,99.14,5.32,8259.37,Planned,89.89,6364682,26,"['Private Sector', 'Government', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']"
Project_76010,Energy,City_C,69.53,755.67,65.69,6.9,8757.57,Planned,13.21,1363424,49,"['Government', 'Local Community', 'Private Sector']",High,"['Waste Management', 'Renewable Energy']"
Project_48444,Energy,City_D,98.3,639.18,49.93,9.15,8868.93,Implemented,94.5,853561,35,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Renewable Energy']"
Project_99401,Energy,City_C,66.9,765.85,65.63,9.64,8905.2,Implemented,27.51,7958790,7,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_35945,Energy,City_C,94.99,906.37,81.61,9.21,8383.85,Implemented,81.25,1578568,11,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_5109,Energy,City_E,75.58,671.69,45.16,4,8534.71,Not Applicable,68.55,2245154,6,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_45969,Energy,City_A,93.15,539.1,61.32,9.14,7911.69,Not Applicable,81.36,1450489,47,"['Local Community', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_35804,Energy,City_C,75,673.09,57.25,4.79,7982.08,Implemented,2.27,5267309,9,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_35731,Energy,City_C,88.47,783.08,86.36,9.76,7968.33,Planned,28.43,1175803,18,"['Environmental Organization', 'Private Sector', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']"
Project_98380,Energy,City_B,84.81,567.26,48.59,7.7,8000.55,Planned,80.36,154941,53,"['Environmental Organization', 'Government', 'Private Sector']",Low,"['Waste Management', 'Energy Efficiency']"
Project_4051,Energy,City_C,81.19,964.31,68.58,5.51,8671.37,Not Applicable,10.2,4194620,34,"['Government', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_72706,Energy,City_D,73.12,528.57,86.45,6.88,8679.91,Implemented,63.88,5691904,60,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']"
Project_45808,Energy,City_B,72.61,508.23,72.45,5.04,8152.46,Not Applicable,23.88,1548968,16,"['Environmental Organization', 'Environmental Organization', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_63977,Energy,City_B,80.61,515.68,43.59,9.41,8205.75,Planned,66.83,5940803,26,"['Government', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_4454,Energy,City_A,63.43,548.12,64.63,7.27,8321.85,Not Applicable,56.39,4633569,54,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_35835,Energy,City_B,74.27,613.32,66.73,8.95,7866.01,Not Applicable,21.42,9815612,17,"['Environmental Organization', 'Local Community', 'Environmental Organization']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_63991,Energy,City_A,58.01,762.53,69.83,6.66,8257.31,Implemented,65.7,7668666,24,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Medium,"['Waste Management', 'Waste Management']"
Project_6959,Energy,City_E,92.77,914.47,94.18,8.33,7846.6,Implemented,45,537398,12,"['Government', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_93231,Energy,City_C,76.46,749.9,86.83,7.4,8769.23,Not Applicable,80.4,6020661,47,"['Government', 'Local Community', 'Private Sector']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_94456,Energy,City_E,83.49,761.15,72.3,4.58,8651.24,Not Applicable,20.16,1711822,10,"['Private Sector', 'Government', 'Government']",Medium,"['Energy Efficiency', 'Energy Efficiency']"
Project_91396,Energy,City_B,89.85,539.45,84.58,6.21,7830.92,Implemented,65.99,6680200,11,"['Private Sector', 'Private Sector', 'Private Sector']",High,"['Energy Efficiency', 'Renewable Energy']"
Project_21396,Energy,City_C,61.94,942.68,93.77,4.84,8883.12,Implemented,10.15,9470756,55,"['Environmental Organization', 'Local Community', 'Government']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_11034,Energy,City_E,63.97,889.08,57.97,6.25,8277.49,Not Applicable,3.22,3460063,59,"['Private Sector', 'Environmental Organization', 'Local Community']",Medium,"['Renewable Energy', 'Renewable Energy']"
Project_55265,Energy,City_A,92.33,744.52,48.52,4.64,8193.8,Implemented,37.62,6273225,41,"['Local Community', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_96918,Energy,City_D,95.16,964.44,66.51,4.53,8134.95,Not Applicable,89.53,6025777,59,"['Private Sector', 'Government', 'Government']",High,"['Green Infrastructure', 'Waste Management']"
Project_55432,Energy,City_D,52.12,993.5,62.71,8.27,8870.94,Planned,62.72,2840727,57,"['Environmental Organization', 'Local Community', 'Local Community']",High,"['Waste Management', 'Energy Efficiency']"
Project_59832,Energy,City_E,92.94,582.54,48.1,8.9,8052.08,Planned,45.83,1577608,44,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Green Infrastructure', 'Green Infrastructure']"
Project_16219,Energy,City_E,58.56,924.63,68.76,5.27,7890.49,Not Applicable,11.38,9020042,49,"['Private Sector', 'Environmental Organization', 'Environmental Organization']",Low,"['Waste Management', 'Energy Efficiency']"
Project_60522,Energy,City_A,80.27,809.66,98.86,5.02,8361.82,Planned,36.25,6691096,17,"['Local Community', 'Local Community', 'Government']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_88601,Energy,City_C,56.55,514.04,99.68,4.4,8060.7,Implemented,53.43,1667196,44,"['Private Sector', 'Government', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_55663,Energy,City_D,70.17,920.83,50.21,9.43,8174.69,Planned,66.39,1119157,52,"['Local Community', 'Environmental Organization', 'Local Community']",Low,"['Waste Management', 'Renewable Energy']"
Project_91354,Energy,City_B,76.93,598.17,88.99,5.14,7851.09,Planned,34.48,4327268,23,"['Local Community', 'Private Sector', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']"
Project_55683,Energy,City_E,94.22,602.33,96.61,6.81,8106.86,Not Applicable,88.76,1904392,19,"['Government', 'Private Sector', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_11147,Energy,City_B,57.42,594.26,65.28,5.17,8474.86,Implemented,55.8,7892085,37,"['Private Sector', 'Environmental Organization', 'Government']",High,"['Renewable Energy', 'Renewable Energy']"
Project_20480,Energy,City_C,67.54,529.9,59.4,5.51,7940.88,Planned,62.83,1804246,60,"['Local Community', 'Government', 'Local Community']",High,"['Waste Management', 'Waste Management']"
Project_88994,Energy,City_B,72.7,922.72,40.51,4.49,8758.07,Not Applicable,8.87,5927158,47,"['Local Community', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_20344,Energy,City_B,53.85,842.4,92.31,7.61,8041.51,Planned,3.72,274194,9,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_60382,Energy,City_D,71.34,810.87,47.37,5.86,8394.89,Not Applicable,45.57,7617822,26,"['Government', 'Local Community', 'Local Community']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_57616,Energy,City_C,79.8,899.86,67.17,7.07,8889.74,Implemented,30.96,6882423,48,"['Environmental Organization', 'Government', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_10808,Energy,City_E,81.3,589.65,94.83,5.37,8771.66,Implemented,81.17,3445552,8,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Green Infrastructure', 'Waste Management']"
Project_21982,Energy,City_A,91.91,899.24,45.23,5.19,8349.62,Implemented,90.47,6347422,60,"['Private Sector', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_23083,Energy,City_C,85.22,928.11,47.79,7.77,8471.88,Implemented,37.05,141576,8,"['Environmental Organization', 'Environmental Organization', 'Government']",Medium,"['Renewable Energy', 'Energy Efficiency']"
Project_12395,Energy,City_A,64.61,947.6,48.02,7.46,8735.04,Implemented,6.34,5911995,45,"['Government', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Waste Management']"
Project_22874,Energy,City_C,76.74,942.33,71.75,7.05,8878.53,Planned,10.27,4499740,39,"['Private Sector', 'Government', 'Environmental Organization']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_54188,Energy,City_E,64.91,793.74,53.11,8.21,8422.52,Not Applicable,6.85,7339996,38,"['Environmental Organization', 'Environmental Organization', 'Environmental Organization']",Low,"['Green Infrastructure', 'Green Infrastructure']"
Project_71246,Energy,City_C,53.61,972.31,73.09,8.96,8762,Planned,3.71,7146787,36,"['Government', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_95143,Energy,City_C,98.69,735.29,92.8,9.19,8768.09,Planned,52.39,8505968,8,"['Government', 'Local Community', 'Private Sector']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_22796,Energy,City_A,79.5,855.67,91.92,9.31,8092.13,Not Applicable,25.08,8985278,8,"['Private Sector', 'Government', 'Government']",Low,"['Energy Efficiency', 'Renewable Energy']"
Project_15939,Energy,City_C,98.64,538.93,72.37,5.05,8774.51,Planned,96.98,9476261,51,"['Local Community', 'Private Sector', 'Government']",Low,"['Waste Management', 'Green Infrastructure']"
Project_54877,Energy,City_E,92.6,956.37,78.28,5.87,8749.96,Not Applicable,29.6,4889381,34,"['Government', 'Private Sector', 'Private Sector']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_87984,Energy,City_D,75.85,783.79,84.47,5.61,8066.31,Implemented,38.6,8397656,53,"['Local Community', 'Government', 'Private Sector']",Low,"['Renewable Energy', 'Green Infrastructure']"
Project_71045,Energy,City_A,81.07,826.61,71.48,8.72,8687.79,Planned,88.67,6573434,43,"['Environmental Organization', 'Private Sector', 'Government']",High,"['Green Infrastructure', 'Green Infrastructure']"
Project_22569,Energy,City_A,53.46,701.29,57.15,7.2,8388.21,Implemented,90.23,7019895,26,"['Environmental Organization', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Renewable Energy']"
Project_60571,Energy,City_B,57.43,755.27,51.83,4.44,8220.55,Implemented,88.89,5498186,50,"['Government', 'Private Sector', 'Private Sector']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_22409,Energy,City_B,56.01,672.42,70.95,5.84,8889.76,Implemented,44.95,9562827,36,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Renewable Energy', 'Waste Management']"
Project_10247,Energy,City_E,51.69,535.38,91.93,8.21,8614.71,Implemented,60.81,3703673,15,"['Private Sector', 'Environmental Organization', 'Government']",Low,"['Green Infrastructure', 'Waste Management']"
Project_87987,Energy,City_D,54.98,648.59,88.44,7.21,8771.02,Not Applicable,21.49,4493121,32,"['Local Community', 'Environmental Organization', 'Local Community']",High,"['Waste Management', 'Waste Management']"
Project_88064,Energy,City_B,94.39,971.32,47.94,4.22,8184.07,Not Applicable,31.29,4557359,16,"['Private Sector', 'Government', 'Government']",High,"['Energy Efficiency', 'Waste Management']"
Project_88132,Energy,City_C,56.95,599.25,69.36,5.04,8636.96,Not Applicable,25.02,911569,47,"['Private Sector', 'Environmental Organization', 'Private Sector']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_74775,Energy,City_C,56.7,683.44,99.36,9.23,7924.93,Implemented,88.58,4652504,44,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_68409,Energy,City_E,70.17,571.44,75.53,5.82,8216.62,Not Applicable,44.07,5352936,38,"['Government', 'Local Community', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_89185,Energy,City_D,91.79,782.4,40.25,4.19,8575.22,Implemented,30.03,8891685,16,"['Environmental Organization', 'Environmental Organization', 'Local Community']",Low,"['Energy Efficiency', 'Renewable Energy']"
Project_20230,Energy,City_A,77.76,606.78,60.03,9.27,8899.77,Not Applicable,60.39,5649780,41,"['Environmental Organization', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Waste Management']"
Project_17113,Energy,City_C,55.1,848.1,92.05,8.04,7948.76,Implemented,46.52,2382593,11,"['Environmental Organization', 'Private Sector', 'Local Community']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_17261,Energy,City_E,89.52,877.47,92.06,5.15,8940.7,Not Applicable,34.72,4837712,33,"['Government', 'Environmental Organization', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_18860,Energy,City_C,89.84,791.4,96.99,7.1,8740.76,Implemented,74.82,6787086,57,"['Government', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Waste Management']"
Project_56555,Energy,City_C,85.41,652.5,64.28,6.51,8907.27,Planned,15.48,8192181,48,"['Government', 'Local Community', 'Environmental Organization']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_90047,Energy,City_D,84.69,605.2,92.74,9.9,8321.2,Planned,53.95,1453226,22,"['Government', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Energy Efficiency']"
Project_91155,Energy,City_B,62.67,844.03,56.06,9.69,8255.97,Implemented,68.88,8339587,42,"['Private Sector', 'Private Sector', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_56678,Energy,City_D,79.65,886.37,71.04,8.12,8288.06,Implemented,59.38,1588582,23,"['Government', 'Private Sector', 'Government']",Low,"['Energy Efficiency', 'Renewable Energy']"
Project_94069,Energy,City_A,57.29,652.41,71.26,7.48,8855.82,Implemented,56.99,6887862,14,"['Private Sector', 'Private Sector', 'Environmental Organization']",High,"['Waste Management', 'Energy Efficiency']"
Project_11995,Energy,City_B,65.24,526.18,90.42,9.23,8066.34,Not Applicable,60.89,5140387,10,"['Local Community', 'Environmental Organization', 'Government']",High,"['Green Infrastructure', 'Energy Efficiency']"
Project_17325,Energy,City_E,65.15,903.24,73.24,7.68,8125.47,Implemented,23.78,6584294,54,"['Government', 'Private Sector', 'Private Sector']",Low,"['Energy Efficiency', 'Energy Efficiency']"
Project_91115,Energy,City_B,80.99,598.84,63.81,8.59,8329.47,Implemented,60.07,5188679,50,"['Government', 'Private Sector', 'Local Community']",High,"['Green Infrastructure', 'Renewable Energy']"
Project_60020,Energy,City_B,93.85,692.6,71.08,6.37,8905.31,Not Applicable,68.93,3539017,30,"['Government', 'Local Community', 'Government']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_17754,Energy,City_C,63.29,865.82,54.01,9.08,8718.05,Implemented,66.7,5217016,13,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Low,"['Renewable Energy', 'Waste Management']"
Project_91111,Energy,City_E,75.39,509.84,95.79,6.67,8174.85,Implemented,60.01,8778765,47,"['Private Sector', 'Government', 'Local Community']",Medium,"['Green Infrastructure', 'Green Infrastructure']"
Project_17439,Energy,City_E,78.77,758.1,90.42,9.58,7940.86,Not Applicable,16.31,4760567,27,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_12355,Energy,City_B,94.68,883.51,54.3,8.01,7821.58,Not Applicable,2,8460142,10,"['Private Sector', 'Environmental Organization', 'Private Sector']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_17587,Energy,City_D,89.03,871.55,98.67,6.43,8841.61,Not Applicable,24.44,4945026,50,"['Local Community', 'Local Community', 'Environmental Organization']",Low,"['Waste Management', 'Green Infrastructure']"
Project_57002,Energy,City_A,88.14,987.05,51.66,5.15,8743.2,Implemented,77.31,7135996,7,"['Government', 'Local Community', 'Environmental Organization']",High,"['Renewable Energy', 'Renewable Energy']"
Project_17919,Energy,City_C,80.92,546.7,42.42,8.09,8779.82,Planned,24.88,8594032,49,"['Local Community', 'Environmental Organization', 'Government']",Medium,"['Waste Management', 'Energy Efficiency']"
Project_20235,Energy,City_C,65.34,695,61.34,4.37,8750.2,Planned,23.02,1215921,55,"['Government', 'Local Community', 'Local Community']",Low,"['Renewable Energy', 'Renewable Energy']"
Project_89755,Energy,City_E,58.52,693.22,69.5,7.34,8675.82,Planned,60.92,6923708,11,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Energy Efficiency', 'Renewable Energy']"
Project_89745,Energy,City_C,80.54,815.26,43.05,5.05,7832.02,Implemented,52.69,1505158,16,"['Government', 'Local Community', 'Local Community']",High,"['Waste Management', 'Green Infrastructure']"
Project_56054,Energy,City_A,53.4,805.23,69.45,8.41,7851.98,Implemented,66.26,7003235,11,"['Environmental Organization', 'Government', 'Environmental Organization']",High,"['Energy Efficiency', 'Waste Management']"
Project_69645,Energy,City_C,73.63,951.53,69.76,7.02,7901.41,Planned,59.45,702306,15,"['Environmental Organization', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Green Infrastructure']"
Project_16925,Energy,City_B,76.43,924.82,71.65,7.06,8006.81,Not Applicable,34.14,4353624,59,"['Environmental Organization', 'Government', 'Private Sector']",Medium,"['Waste Management', 'Green Infrastructure']"
Project_56327,Energy,City_B,71.38,727.79,83.18,5.99,8899.26,Planned,13.08,4946711,37,"['Private Sector', 'Private Sector', 'Government']",High,"['Energy Efficiency', 'Energy Efficiency']"
Project_89343,Energy,City_D,51.05,687.05,76.72,4.04,8305.25,Implemented,56.3,6080743,20,"['Government', 'Government', 'Private Sector']",Medium,"['Renewable Energy', 'Renewable Energy']"
Project_19889,Energy,City_E,66.04,611.12,77.39,8.92,7995.14,Planned,58.04,6298567,46,"['Private Sector', 'Private Sector', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_68857,Energy,City_C,80.51,685.13,46.55,6.13,8266.12,Planned,87.88,4271485,27,"['Local Community', 'Government', 'Private Sector']",Low,"['Energy Efficiency', 'Waste Management']"
Project_19459,Energy,City_E,50.11,801.09,82.8,4.05,7951.03,Planned,28.47,9880933,60,"['Private Sector', 'Private Sector', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_17098,Energy,City_E,64.7,620.45,54.01,9.47,8811.4,Planned,66.94,6915617,6,"['Environmental Organization', 'Government', 'Environmental Organization']",Medium,"['Green Infrastructure', 'Waste Management']"
Project_93537,Energy,City_A,58.97,807.02,46.39,8.76,8731.85,Implemented,8.49,3245119,42,"['Environmental Organization', 'Local Community', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_89669,Energy,City_A,70.49,784.51,44.8,6.84,8740.26,Planned,80.33,2639255,46,"['Government', 'Government', 'Local Community']",Low,"['Energy Efficiency', 'Waste Management']"
Project_19384,Energy,City_C,71.08,903.6,58.44,4.53,8030.33,Implemented,22.76,5539366,10,"['Environmental Organization', 'Private Sector', 'Local Community']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_19351,Energy,City_A,58.92,570.68,92.36,4.41,8230.6,Planned,48.48,1725216,10,"['Private Sector', 'Private Sector', 'Local Community']",Low,"['Renewable Energy', 'Waste Management']"
Project_19340,Energy,City_A,73.54,599.09,55.97,9.14,8806.74,Not Applicable,30.77,5125515,14,"['Private Sector', 'Environmental Organization', 'Private Sector']",Low,"['Renewable Energy', 'Energy Efficiency']"
Project_17048,Energy,City_E,70.69,691.59,67.89,4.84,8305.54,Not Applicable,33.93,8639902,10,"['Private Sector', 'Government', 'Government']",Low,"['Green Infrastructure', 'Renewable Energy']"
Project_19313,Energy,City_D,55.05,579.23,82.72,6.91,8700.89,Planned,5.42,8302752,6,"['Environmental Organization', 'Private Sector', 'Environmental Organization']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_94141,Energy,City_A,79.62,760.12,42.09,8.67,8105.24,Implemented,34.46,9718488,38,"['Private Sector', 'Private Sector', 'Private Sector']",High,"['Waste Management', 'Energy Efficiency']"
Project_11770,Energy,City_C,67.33,661.61,78.19,6.97,8090.49,Implemented,89.62,3327404,49,"['Private Sector', 'Local Community', 'Government']",Medium,"['Green Infrastructure', 'Energy Efficiency']"
Project_94320,Energy,City_C,52.17,545.41,72.99,8.26,7963.94,Implemented,45.24,3760578,18,"['Private Sector', 'Private Sector', 'Local Community']",Medium,"['Renewable Energy', 'Green Infrastructure']"
Project_95445,Energy,City_C,86.35,858.92,68.46,4.94,8852.6,Not Applicable,92.34,578430,24,"['Private Sector', 'Government', 'Government']",High,"['Renewable Energy', 'Renewable Energy']"
Project_12403,Energy,City_B,93.86,944.79,62.8,4.6,8148.91,Implemented,90.87,6020308,58,"['Government', 'Environmental Organization', 'Private Sector']",Low,"['Green Infrastructure', 'Energy Efficiency']"
Project_58338,Energy,City_E,60.35,734.22,87.72,6.41,7822.28,Planned,28.85,4249096,47,"['Government', 'Private Sector', 'Private Sector']",High,"['Waste Management', 'Renewable Energy']"
Project_27829,Energy,City_B,55.5,892.15,94.19,9.15,8694.56,Planned,82.5,8895400,17,"['Environmental Organization', 'Government', 'Private Sector']",High,"['Energy Efficiency', 'Green Infrastructure']"
Project_85364,Energy,City_D,94.26,815.2,95.16,5.06,8153.12,Not Applicable,53.07,7958921,52,"['Private Sector', 'Environmental Organization', 'Local Community']",High,"['Renewable Energy', 'Green Infrastructure']"
Project_7685,Energy,City_E,61.23,919.03,46.68,9.34,8055.95,Not Applicable,95.7,7676074,10,"['Local Community', 'Local Community', 'Local Community']",Medium,"['Energy Efficiency', 'Waste Management']"
Project_27361,Energy,City_D,70.6,880.13,83.8,4.42,8554.14,Implemented,98.74,8462839,29,"['Government', 'Local Community', 'Environmental Organization']",Medium,"['Renewable Energy', 'Energy Efficiency']"
